Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
Riding Turtle,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,Slow and steady might not always win you the race but it'll get you there... eventually.,125,231,2192,8,30174,0,0,4,0,0
Golden Gryphon,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"They love lions in Stormwind, and the gryphon is half lion. Of course they might not like which half. -Gryphon Master Talonaxe",129,248,132,2,32235,0,0,4,0,0
Ebon Gryphon,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"They love lions in Stormwind, and the gryphon is half lion. Of course they might not like which half. -Gryphon Master Talonaxe",130,248,132,2,32239,0,0,4,0,0
Snowy Gryphon,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"They love lions in Stormwind, and the gryphon is half lion. Of course they might not like which half. -Gryphon Master Talonaxe",131,248,132,2,32240,0,0,4,0,0
Swift Blue Gryphon,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"The Horde had dragons, we had the gryphons. We won that war. - Ilsa Blusterbrew",132,248,132,2,32242,0,0,4,0,0
Tawny Wind Rider,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"After being freed from vicious harpies by Cairne and Thrall, many of these creatures became valuable companions of the Horde.",133,248,132,2,32243,0,0,4,0,0
Blue Wind Rider,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"After being freed from vicious harpies by Cairne and Thrall, many of these creatures became valuable companions of the Horde.",134,248,132,2,32244,0,0,4,0,0
Green Wind Rider,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"After being freed from vicious harpies by Cairne and Thrall, many of these creatures became valuable companions of the Horde.",135,248,132,0,32245,0,0,4,0,0
Swift Red Wind Rider,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,I still don't get why they fly faster when you put armor on them. -Drakma,136,248,132,2,32246,0,0,4,0,0
Swift Red Gryphon,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"The Horde had dragons, we had the gryphons. We won that war. - Ilsa Blusterbrew",137,248,132,2,32289,0,0,4,0,0
Swift Green Gryphon,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"The Horde had dragons, we had the gryphons. We won that war. - Ilsa Blusterbrew",138,248,132,2,32290,0,0,4,0,0
Swift Purple Gryphon,|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"The Horde had dragons, we had the gryphons. We won that war. - Ilsa Blusterbrew",139,248,132,2,32292,0,0,4,0,0
Swift Green Wind Rider,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,I still don't get why they fly faster when you put armor on them. -Drakma,140,248,132,2,32295,0,0,4,0,0
Swift Yellow Wind Rider,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,I still don't get why they fly faster when you put armor on them. -Drakma,141,248,132,2,32296,0,0,4,0,0
Swift Purple Wind Rider,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,I still don't get why they fly faster when you put armor on them. -Drakma,142,248,196,2,32297,0,0,4,0,0
Blue Mechanostrider,|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""The terradynamic exo-plotters are conjoined by hydraulic imaging to the equilibrium enhancers..."" -Binjy Featherwhistle",145,230,64,2,33630,0,0,4,0,0
Swift Pink Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Their plumage is more beautiful than any other. Subtlety is for the birds! I mean... other birds."" -Viera Sunwhisper",146,230,0,2,33660,0,0,44,0,0
Brown Elekk,|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Patient and strong, the Elekk exemplify the Draenei attitude towards the hardships of life.",147,230,0,2,34406,0,0,45,0,0
Thalassian Charger,|cFFFFD200Paladin|r,Basking in the power of M'uru has strengthened its will.,149,230,4,1,34767,27944,0,4,0,0
Thalassian Warhorse,|cFFFFD200Paladin|r,A loyal companion to any who would protect Silvermoon.,150,230,4,1,34769,27944,0,4,0,0
Dark War Talbuk,"|cFFFFD200Vendor: |rAldraan (Alliance)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r100|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t20|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t|n|n|cFFFFD200Vendor: |rCoreiel (Horde)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r100|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t20|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t","Despite their docile nature, talbuks have been known to gore seasoned warriors to death when threatened.",151,230,0,2,34790,0,0,45,0,0
Red Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Some of our brethren prefer horses, but the hawkstrider will always be the true symbol of Silvermoon. -Winaestra",152,230,0,2,34795,0,0,44,0,0
Cobalt War Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Despite their docile nature, talbuks have been known to gore seasoned warriors to death when threatened.",153,230,0,2,34896,0,0,45,0,0
White War Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Despite their docile nature, talbuks have been known to gore seasoned warriors to death when threatened.",154,230,0,2,34897,0,0,45,0,0
Silver War Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Despite their docile nature, talbuks have been known to gore seasoned warriors to death when threatened.",155,230,0,2,34898,0,0,45,0,0
Tan War Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Despite their docile nature, talbuks have been known to gore seasoned warriors to death when threatened.",156,230,0,2,34899,0,0,45,0,0
Purple Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Some of our brethren prefer horses, but the hawkstrider will always be the true symbol of Silvermoon. -Winaestra",157,230,0,2,35018,0,0,44,0,0
Blue Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Some of our brethren prefer horses, but the hawkstrider will always be the true symbol of Silvermoon. -Winaestra",158,230,0,2,35020,0,0,44,0,0
Black Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Some of our brethren prefer horses, but the hawkstrider will always be the true symbol of Silvermoon. -Winaestra",159,230,0,2,35022,0,0,44,0,0
Swift Green Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Their plumage is more beautiful than any other. Subtlety is for the birds! I mean... other birds. -Viera Sunwhisper,160,230,0,2,35025,0,0,44,0,0
Swift Purple Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Their plumage is more beautiful than any other. Subtlety is for the birds! I mean... other birds. -Viera Sunwhisper,161,230,0,2,35027,0,0,44,0,0
Swift Warstrider,|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t,You watch what happens when their master is attacked and you will see those birds in a whole new light. - Raider Bork,162,230,0,2,35028,0,0,44,0,0
Gray Elekk,|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Patient and strong, the Elekk exemplify the Draenei attitude towards the hardships of life.",163,230,0,2,35710,0,0,45,0,0
Purple Elekk,|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Patient and strong, the Elekk exemplify the Draenei attitude towards the hardships of life.",164,230,0,2,35711,0,0,45,0,0
Great Green Elekk,|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"An alpha member of the herd, this elekk is a prime example of the mighty creatures which thunder through Northern Nagrand.",165,230,0,2,35712,0,0,45,0,0
Great Blue Elekk,|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"An alpha member of the herd, this elekk is a prime example of the mighty creatures which thunder through Northern Nagrand.",166,230,0,2,35713,0,0,45,0,0
Great Purple Elekk,|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"An alpha member of the herd, this elekk is a prime example of the mighty creatures which thunder through Northern Nagrand.",167,230,0,2,35714,0,0,45,0,0
Fiery Warhorse,|cFFFFD200Drop: |rAttumen the Huntsman|n|cFFFFD200Location:|r Karazhan,Was one of the most vicious steeds stabled in Karazhan.,168,230,0,0,36702,0,0,4,0,0
Swift Nether Drake,|cFFFFD200Legacy|r,The most aggressive nether drakes were awarded those heroes who showed significant prowess and commitment in the gladiatorial arena.,169,248,192,5,37015,0,0,4,0,0
Cobalt Riding Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",The orcs once hunted these graceful herd animals as part of the om'riggor rite of passage ceremony.,170,230,0,2,39315,0,0,45,0,0
Dark Riding Talbuk,"|cFFFFD200Vendor: |rAldraan (Alliance)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r70|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t15|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t|n|n|cFFFFD200Vendor: |rCoreiel (Horde)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r70|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t15|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t",The orcs once hunted these graceful herd animals as part of the om'riggor rite of passage ceremony.,171,230,0,2,39316,0,0,45,0,0
Silver Riding Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",The orcs once hunted these graceful herd animals as part of the om'riggor rite of passage ceremony.,172,230,0,2,39317,0,0,45,0,0
Tan Riding Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",The orcs once hunted these graceful herd animals as part of the om'riggor rite of passage ceremony.,173,230,0,2,39318,0,0,45,0,0
White Riding Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",The orcs once hunted these graceful herd animals as part of the om'riggor rite of passage ceremony.,174,230,0,2,39319,0,0,45,0,0
Green Riding Nether Ray,"|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Nether Rays are among the most trusted, versatile mounts in all of Outland and beyond.",176,248,0,2,39798,0,0,4,0,0
Red Riding Nether Ray,"|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Nether Rays are among the most trusted, versatile mounts in all of Outland and beyond.",177,248,0,2,39800,0,0,4,0,0
Purple Riding Nether Ray,"|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Nether Rays are among the most trusted, versatile mounts in all of Outland and beyond.",178,248,0,2,39801,0,0,4,0,0
Silver Riding Nether Ray,"|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Nether Rays are among the most trusted, versatile mounts in all of Outland and beyond.",179,248,0,2,39802,0,0,4,0,0
Blue Riding Nether Ray,"|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Nether Rays are among the most trusted, versatile mounts in all of Outland and beyond.",180,248,128,2,39803,0,0,4,0,0
Ashes of Al'ar,"|cFFFFD200Drop: |rKael'thas Sunstrider|n|cFFFFD200Location: |rThe Eye, Tempest Keep","Al'ar was the beloved pet of Kael'thas Sunstrider, who often boasted that death would never claim it. Perhaps he was right.",183,248,128,0,40192,0,0,43,0,0
Raven Lord,|cFFFFD200Drop:|r Anzu|n|cFFFFD200Zone: |rSethekk Halls (Heroic),"The rest be forgotten to walk upon the ground, clipped wings and shame. -Word of the Raven",185,230,0,0,41252,0,0,4,0,0
Onyx Netherwing Drake,"|cFFFFD200Quest: |rOnyxien the Onyx Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","After promising to fly you to the ends of Outland, the netherwing drake was eventually drawn to the blue skies of Azeroth as well.",186,248,128,1,41513,0,0,4,0,0
Azure Netherwing Drake,"|cFFFFD200Quest: |rSuraku the Azure Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","After promising to fly you to the ends of Outland, the netherwing drake was eventually drawn to the blue skies of Azeroth as well.",187,248,128,1,41514,0,0,4,0,0
Cobalt Netherwing Drake,"|cFFFFD200Quest: |rJorus the Cobalt Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","After promising to fly you to the ends of Outland, the netherwing drake was eventually drawn to the blue skies of Azeroth as well.",188,248,128,1,41515,0,0,4,0,0
Purple Netherwing Drake,"|cFFFFD200Quest: |rMalfas the Purple Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","After promising to fly you to the ends of Outland, the netherwing drake was eventually drawn to the blue skies of Azeroth as well.",189,248,128,1,41516,0,0,4,0,0
Veridian Netherwing Drake,"|cFFFFD200Quest: |rZoya the Veridian Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","After promising to fly you to the ends of Outland, the netherwing drake was eventually drawn to the blue skies of Azeroth as well.",190,248,128,1,41517,0,0,4,0,0
Violet Netherwing Drake,"|cFFFFD200Quest: |rVoranaku the Violet Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","After promising to fly you to the ends of Outland, the netherwing drake was eventually drawn to the blue skies of Azeroth as well.",191,248,128,1,41518,0,0,4,0,0
Spectral Tiger,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,"In true goblin fashion, Landro Longshot has put a stranglehold on the distribution of these mysterious incorporeal mounts.",196,230,64,8,42776,0,0,4,0,0
Swift Spectral Tiger,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,"Historians claim that these incorporeal beasts were created when Draenor exploded, unleashing energies that warped the world's flora and fauna.",197,230,64,8,42777,0,0,4,0,0
Amani War Bear,|cFFFFD200Legacy|r,Only the swiftest heroes venturing into the troll temple of Zul'Aman were able to subdue these rare battle mounts.,199,230,64,0,43688,0,0,4,0,0
Brewfest Ram,|cFFFFD200Legacy|r,"Brewers retired this mount from active advertising service after complaints that the beasts were ""too temperamental"" to control in major cities.",201,230,64,6,43899,0,0,4,0,0
Swift Brewfest Ram,|cFFFFD200Drop:|r Keg-Shaped Treasure Chest|n|cFFFFD200Holiday:|r Brewfest,"Dwarves attribute this breed's even temperament to rigorous training, but other races argue that a daily diet of strong ale has something to do with it.",202,230,0,0,43900,0,0,4,0,0
Cenarion War Hippogryph,"|cFFFFD200Vendor: |rFedryen Swiftspear|n|cFFFFD200Zone: |rZangarmarsh, Outland|n|cFFFFD200Faction: |rCenarion Expedition - Exalted|n|cFFFFD200Cost: |r2000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Members of the Cenarion Circle have shared a long and prosperous partnership with their hippogryph allies. When conflict is unavoidable, the Cenarion War Hippogryph is called into service.",203,248,128,2,43927,0,0,4,0,0
Turbo-Charged Flying Machine,|cFFFFD200Profession: |rEngineering,Only the most talented engineers have the courage and the mental stamina to create a flying machine that boasts stability and safety.  Turbo-charging one is just crazy!,204,248,128,3,44151,27941,0,4,0,0
Flying Machine,|cFFFFD200Profession: |rEngineering,The backbone of the Alliance air force is comprised predominantly of gnomish flying machines due to their maneuverability and speed.,205,248,128,3,44153,27941,0,4,0,0
Merciless Nether Drake,|cFFFFD200Legacy|r,The most aggressive nether drakes were awarded those heroes who showed significant prowess and commitment in the gladiatorial arena.,206,248,192,5,44317,0,0,4,0,0
Merciless Nether Drake,|cFFFFD200Legacy|r,The most aggressive nether drakes were awarded those heroes who showed significant prowess and commitment in the gladiatorial arena.,207,248,192,5,44744,0,0,4,0,0
X-51 Nether-Rocket,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,"First designed as a booster for a much larger rocket, the X-51 was determined to give the perfect thrust capacity for a single rider payload.",211,248,64,8,46197,0,0,4,0,0
X-51 Nether-Rocket X-TREME,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,What it lacks in safety features it more than makes up for in speed and style.  Not for the faint of heart.,212,248,64,8,46199,0,0,4,0,0
